SimulationIndex,SimulationID,f0_GHz,S11ReportFreq_GHz,S11SweepSampleFreq_GHz,S11SweepSample_dB,S11_Source,Gmain_Source,MainPlane,Gmain_dBi,Gmain_Cut_dBi,PeakGain_dBi,PeakRealizedGain_dBi,FrontToBackRatio_dB,SLL_dB,HPBW_deg,SideLobeSuppression_dB,MainLobeTheta_deg,SideLobeTheta_deg,SideLobeGain_dBi,S11_f0_dB,AbsS11_f0_dB,AbsS11_f0_Linear,Objective1_Neg_Gmain,Objective2_SLL,Objective3_HPBW,Objective4_AbsS11,Gmain_Phi0_dBi,SLL_Phi0_dB,HPBW_Phi0_deg,Gmain_Phi90_dBi,SLL_Phi90_dB,HPBW_Phi90_deg,Ldir,Ldri,L1,Sdir,Sref,Wdri
96,sim_096,2.25,2.25,2.25,-4.2400809009281,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.17100056631473,3.46370953193707,4.17100056631473,2.11799425876999,9.1282178542761,-11.3307378806027,NaN,11.3307378806027,0,142,-7.86702834866566,-4.2400809009281,4.2400809009281,0.613756288573094,-4.17100056631473,-11.3307378806027,NaN,0.613756288573094,3.46370953193706,-0.0229693411574701,NaN,3.46370953193707,-11.3307378806027,NaN,16.4026634201521,44.0285077539068,15.4786895654624,12.8180422799737,20.6950526470668,3.26784740744436
97,sim_097,2.25,2.25,2.25,-3.14197167538726,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.94276650863692,3.05408679463336,3.94276650863692,1.06026337052454,7.66383111530817,-0.0539396986666301,NaN,0.0539396986666301,0,26,3.00014709596673,-3.14197167538726,3.14197167538726,0.696468399567753,-3.94276650863692,-0.0539396986666301,NaN,0.696468399567753,3.05408679463335,-0.0245644273760299,NaN,3.05408679463336,-0.0539396986666301,NaN,14.9434677722624,43.156234093386,16.5821577781017,12.3652467619601,20.2768627054903,4.26583992571593
98,sim_098,2.25,2.25,2.25,-5.02457725765969,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.73877938429034,3.64650352010711,3.73877938429034,2.09921350676951,18.4063108313134,-11.0176549132948,NaN,11.0176549132948,0,154,-7.37115139318769,-5.02457725765969,5.02457725765969,0.560752394955812,-3.73877938429034,-11.0176549132948,NaN,0.560752394955812,3.6465035201071,-0.0185804794002999,NaN,3.64650352010711,-11.0176549132948,NaN,17.9078187560465,43.7925872219719,16.603644550112,15.9641594691478,17.44747555574,3.74692170092666
99,sim_099,2.25,2.25,2.25,-4.61020222262243,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.74890993119879,3.21567593521523,3.74890993119879,1.90519691650387,10.4297698233966,-9.72581453767299,NaN,9.72581453767299,0,146,-6.51013860245776,-4.61020222262243,4.61020222262243,0.588152420772017,-3.74890993119879,-9.72581453767299,NaN,0.588152420772017,3.21567593521522,-0.0103579907110598,NaN,3.21567593521523,-9.72581453767299,NaN,16.2366275948568,40.1069846641174,15.2419819056484,13.727966568311,18.0774824041909,2.97372970406257
100,sim_100,2.25,2.25,2.25,-2.93590047152578,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.97337800951346,4.68063490295655,4.97337800951346,1.88738177386703,19.1896962682757,-12.250957066969,NaN,12.250957066969,18,138,-7.57032216401249,-2.93590047152578,2.93590047152578,0.71318955881465,-4.97337800951346,-12.250957066969,NaN,0.71318955881465,4.40524504766321,-0.0319366419629503,NaN,4.68063490295655,-12.250957066969,NaN,17.616067287832,46.5982659985781,14.9297952760385,16.7370317371705,20.7256477781691,3.18410555042447
101,sim_101,2.25,2.25,2.25,-7.02785749975873,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.94362840508392,3.77229441886713,3.94362840508392,2.98401548475688,13.4614494507204,-11.7135894165097,NaN,11.7135894165097,0,148,-7.94129499764258,-7.02785749975873,7.02785749975873,0.4452532775333,-3.94362840508392,-11.7135894165097,NaN,0.4452532775333,3.77229441886712,-0.0197445907841303,NaN,3.77229441886713,-11.7135894165097,NaN,15.9612094235834,43.8267547141137,14.9838649066094,17.6981813929765,18.4810459710014,2.43008537668318
102,sim_102,2.25,2.25,2.25,-5.10513926108456,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.8212393000821,3.5979567811565,3.8212393000821,2.21813060587885,13.7827013994989,-12.5408703439414,NaN,12.5408703439414,0,154,-8.94291356278489,-5.10513926108456,5.10513926108456,0.555575437517156,-3.8212393000821,-12.5408703439414,NaN,0.555575437517156,3.5979567811565,-17.1847778365456,NaN,3.5979567811565,-12.5408703439414,NaN,18.2679851554123,45.8161484160387,17.5979178314759,14.7666355336782,18.2065626028645,2.52422894800317
103,sim_103,2.25,2.25,2.25,-0.910778495910462,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.97564274523151,4.67334043495567,4.97564274523151,-2.25550637235525,9.03391603462956,-9.51874247761829,NaN,9.51874247761829,30,136,-4.84540204266262,-0.910778495910462,0.910778495910462,0.900453053639156,-4.97564274523151,-9.51874247761829,NaN,0.900453053639156,3.41848395294532,-0.38749802882237,NaN,4.67334043495567,-9.51874247761829,NaN,15.6105375166102,42.7023131335898,17.9619817929936,13.4244801412619,21.3422319243407,2.11569284318672
104,sim_104,2.25,2.25,2.25,-4.27174055248176,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.9802156953182,3.5270168042865,3.9802156953182,1.94623178224754,11.8354632451576,-10.6749838134971,NaN,10.6749838134971,0,144,-7.14796700921062,-4.27174055248176,4.27174055248176,0.611523248443287,-3.9802156953182,-10.6749838134971,NaN,0.611523248443287,3.52701680428649,-0.02280681190883,NaN,3.5270168042865,-10.6749838134971,NaN,17.8683359893586,43.1116803745652,15.2608833114353,13.0012803334777,19.6510914609134,3.61916454050761
105,sim_105,2.25,2.25,2.25,-1.77834672573646,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.89325839049767,4.5622843841437,4.89325839049767,0.15670554749237,14.4341913094897,-10.0600978800156,NaN,10.0600978800156,24,136,-5.49781349587192,-1.77834672573646,1.77834672573646,0.814859369783713,-4.89325839049767,-10.0600978800156,NaN,0.814859369783713,4.13854984679139,-0.0325009883495104,NaN,4.5622843841437,-10.0600978800156,NaN,17.1331371978195,43.0336386912068,16.4911459031161,16.005713401109,21.1723844382821,4.1619344358797
106,sim_106,2.25,2.25,2.25,-4.95447097881237,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.16001867414964,3.90716317223395,4.16001867414964,2.48791473370876,27.0002173651766,-12.3109903897622,NaN,12.3109903897622,0,144,-8.40382721752825,-4.95447097881237,4.95447097881237,0.565296701103477,-4.16001867414964,-12.3109903897622,NaN,0.565296701103477,3.90716317223395,-0.0197226049357497,NaN,3.90716317223395,-12.3109903897622,NaN,14.9325594671838,41.8713963869966,16.7754499013438,17.7379461778065,21.3946448631225,2.1783468442055
107,sim_107,2.25,2.25,2.25,-4.69667837292758,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.57587794089631,4.13646011956978,4.57587794089631,2.77721302244563,22.7280529889369,-13.7819662845849,NaN,13.7819662845849,14,142,-9.64550616501513,-4.69667837292758,4.69667837292758,0.5823258661859,-4.57587794089631,-13.7819662845849,NaN,0.5823258661859,4.06218110422571,-0.0279705261075494,NaN,4.13646011956978,-13.7819662845849,NaN,17.1058396815992,46.2269246365984,16.9262388011499,16.6520507166141,21.4543172498602,2.56562605775737
108,sim_108,2.25,2.25,2.25,-7.26587097123703,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.25816263067106,3.78607018096499,4.25816263067106,3.35544585560553,11.1595756256742,-12.7327264857466,NaN,12.7327264857466,0,148,-8.94665630478165,-7.26587097123703,7.26587097123703,0.433217958485832,-4.25816263067106,-12.7327264857466,NaN,0.433217958485832,3.78607018096498,-0.0246675745017098,NaN,3.78607018096499,-12.7327264857466,NaN,15.128633023405,46.7936404051173,14.6235796495863,15.4930898123244,19.4281787715997,2.34909590900299
109,sim_109,2.25,2.25,2.25,-5.55853656611182,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.64214067244181,3.27196337357729,3.64214067244181,2.22712158485968,7.08474606141142,-10.0914693385222,NaN,10.0914693385222,0,146,-6.81950596494495,-5.55853656611182,5.55853656611182,0.527318698730244,-3.64214067244181,-10.0914693385222,NaN,0.527318698730244,3.27196337357729,-0.0175075269323299,NaN,3.27196337357729,-10.0914693385222,NaN,15.2603097425127,41.8110941125796,15.126779113565,13.775215591121,18.1576344253215,3.63835727935694
110,sim_110,2.25,2.25,2.25,-2.87082315965808,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.01879654313873,3.49472496282085,4.01879654313873,0.864391334689713,14.549788207015,-11.1098347939545,NaN,11.1098347939545,0,144,-7.61510983113366,-2.87082315965808,2.87082315965808,0.718553058054238,-4.01879654313873,-11.1098347939545,NaN,0.718553058054238,3.49472496282085,-0.0250384357259601,NaN,3.49472496282085,-11.1098347939545,NaN,17.9596812744876,42.6857693609459,17.9042029127409,12.6607832132446,21.0397246261502,3.62874250483201
111,sim_111,2.25,2.25,2.25,-3.43422505306689,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.30470362888814,3.77191657163398,4.30470362888814,1.68060360473129,14.0675601665008,-12.7031364792807,NaN,12.7031364792807,4,146,-8.93121990764668,-3.43422505306689,3.43422505306689,0.673424243911314,-4.30470362888814,-12.7031364792807,NaN,0.673424243911314,3.764154703314,-0.0262157150550801,NaN,3.77191657163398,-12.7031364792807,NaN,17.9633433681983,46.3196651498849,17.0902030503953,14.0986403482224,20.6220537275354,3.49489479417695
112,sim_112,2.25,2.25,2.25,-5.66702611343507,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.70839827337214,3.58626519721461,3.70839827337214,2.33445324666353,16.0828537914197,-11.5360400862918,NaN,11.5360400862918,0,160,-7.94977488907721,-5.66702611343507,5.66702611343507,0.520773281337004,-3.70839827337214,-11.5360400862918,NaN,0.520773281337004,3.5862651972146,-13.596827515519,NaN,3.58626519721461,-11.5360400862918,NaN,16.8821243268986,46.901446793413,17.2981272864653,17.2629178955958,17.202191199642,2.04004123931695
113,sim_113,2.25,2.25,2.25,-5.49437905771395,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.81150386818091,3.37024917610992,3.81150386818091,2.37151841727596,8.93834963818514,-12.0539591611473,NaN,12.0539591611473,0,148,-8.68370998503735,-5.49437905771395,5.49437905771395,0.531228109267325,-3.81150386818091,-12.0539591611473,NaN,0.531228109267325,3.37024917610992,-0.0204824302022999,NaN,3.37024917610992,-12.0539591611473,NaN,16.0874481948011,44.1509023972618,16.392578478773,13.6488467571931,19.2715857341568,2.24544853998609
114,sim_114,2.25,2.25,2.25,-6.12270371705952,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.77249570892349,3.4569029257658,3.77249570892349,2.55661638086311,11.0929003255577,-10.7868100594816,NaN,10.7868100594816,0,152,-7.32990713371581,-6.12270371705952,6.12270371705952,0.494156843419019,-3.77249570892349,-10.7868100594816,NaN,0.494156843419019,3.45690292576579,-0.0238559029355701,NaN,3.4569029257658,-10.7868100594816,NaN,15.8639623680509,45.5404977946531,14.7420306777762,14.8128724345201,17.0882940547151,3.17247962822288
115,sim_115,2.25,2.25,2.25,-4.66910239438359,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.81961840512074,3.3610069414724,3.81961840512074,2.00673609947993,12.2878379175247,-10.3999090341257,NaN,10.3999090341257,0,148,-7.0389020926533,-4.66910239438359,4.66910239438359,0.584177573272879,-3.81961840512074,-10.3999090341257,NaN,0.584177573272879,3.3610069414724,-0.01622043503603,NaN,3.3610069414724,-10.3999090341257,NaN,18.0897937527603,40.844694302649,15.5278170950545,15.4502204598331,17.88500672168,2.70627126315455
116,sim_116,2.25,2.25,2.25,-3.69745142729066,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.78658692629528,4.51617107282457,4.78658692629528,2.36942202741439,35.0891742875707,-13.0199894910355,NaN,13.0199894910355,16,144,-8.50381841821089,-3.69745142729066,3.69745142729066,0.653322219246712,-4.78658692629528,-13.0199894910355,NaN,0.653322219246712,4.33504439026118,-0.0291044695552598,NaN,4.51617107282457,-13.0199894910355,NaN,16.3467898682678,42.2474410536676,17.1610923323045,17.3304011592138,21.3056427621959,2.55813515169936
117,sim_117,2.25,2.25,2.25,-3.41654399792643,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.18904169726703,3.96162762248694,4.18904169726703,1.55021460913365,33.9074197338089,-10.4329047374653,NaN,10.4329047374653,0,148,-6.47127711497837,-3.41654399792643,3.41654399792643,0.674796466993398,-4.18904169726703,-10.4329047374653,NaN,0.674796466993398,3.96162762248694,-17.9586797344285,NaN,3.96162762248694,-10.4329047374653,NaN,17.6390326092956,41.4663229586404,17.3300256582641,17.0611785226275,18.9028388660959,4.02244943731945
118,sim_118,2.25,2.25,2.25,-5.96442007835556,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.33088951644363,3.88471200691548,4.33088951644363,3.0626128729224,19.9283440392489,-11.7489902867294,NaN,11.7489902867294,0,146,-7.86427827981388,-5.96442007835556,5.96442007835556,0.503244452415674,-4.33088951644363,-11.7489902867294,NaN,0.503244452415674,3.88471200691547,-0.02840660895736,NaN,3.88471200691548,-11.7489902867294,NaN,15.3584066407967,46.5125008484475,14.5686344234377,17.5393538635982,18.8196955881828,4.34041717210089
119,sim_119,2.25,2.25,2.25,-4.70240304159137,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.05964883096165,3.77639203479805,4.05964883096165,2.26391829066496,18.512000897438,-11.1364217076238,NaN,11.1364217076238,0,144,-7.36002967282571,-4.70240304159137,4.70240304159137,0.581942195144509,-4.05964883096165,-11.1364217076238,NaN,0.581942195144509,3.77639203479805,-0.0197107571614503,NaN,3.77639203479805,-11.1364217076238,NaN,15.6810535399536,42.6334870295628,15.8399512069902,16.5765692953352,19.8830879078782,3.59501048673043
120,sim_120,2.25,2.25,2.25,-4.91853972606492,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.11407378228032,3.63387997534997,4.11407378228032,2.42499201611086,14.4049189484601,-11.7023940194189,NaN,11.7023940194189,0,144,-8.06851404406895,-4.91853972606492,4.91853972606492,0.56764002917045,-4.11407378228032,-11.7023940194189,NaN,0.56764002917045,3.63387997534996,-0.0285719771561004,NaN,3.63387997534997,-11.7023940194189,NaN,16.7947571619103,43.5018814037273,15.9562320516199,13.8665432618935,20.3770235400738,2.93890577972979
121,sim_121,2.25,2.25,2.25,-3.98324148176151,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.57902354595783,3.18747283221207,3.57902354595783,1.36309509347088,11.3760575852933,-10.2668701640721,NaN,10.2668701640721,0,152,-7.07939733186007,-3.98324148176151,3.98324148176151,0.632175886022649,-3.57902354595783,-10.2668701640721,NaN,0.632175886022649,3.18747283221206,-0.0167354262433999,NaN,3.18747283221207,-10.2668701640721,NaN,18.165382388528,42.0454602719973,16.549713033398,13.1331709864084,16.6122109640887,4.16894707066495
122,sim_122,2.25,2.25,2.25,-2.42910529794539,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.16979292425985,3.61632625155969,4.16979292425985,0.488324236775945,12.7456643227785,-10.8166788507334,NaN,10.8166788507334,30,142,-7.20035259917376,-2.42910529794539,2.42910529794539,0.756039933265324,-4.16979292425985,-10.8166788507334,NaN,0.756039933265324,3.42230733366924,-0.0244406998020996,NaN,3.61632625155969,-10.8166788507334,NaN,15.8084567123002,40.2804649120164,18.3378889551113,14.226840849708,22.370784552415,3.02297300863588
123,sim_123,2.25,2.25,2.25,-4.81220553581925,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.57704502586619,3.41441754213239,3.57704502586619,1.83648473722932,13.9234217618908,-10.7658121380843,NaN,10.7658121380843,0,154,-7.35139459595189,-4.81220553581925,4.81220553581925,0.574631888815711,-3.57704502586619,-10.7658121380843,NaN,0.574631888815711,3.41441754213239,-0.0222839387342599,NaN,3.41441754213239,-10.7658121380843,NaN,15.9509574180243,43.0064016972841,17.5627509318953,16.1211259415692,17.634722346401,2.91150987634998
124,sim_124,2.25,2.25,2.25,-3.26089797892436,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.39558181708768,3.15493758688687,3.39558181708768,0.6222052643967,9.91969328275806,-9.48508397920282,NaN,9.48508397920282,0,154,-6.33014639231595,-3.26089797892436,3.26089797892436,0.686997412046681,-3.39558181708768,-9.48508397920282,NaN,0.686997412046681,3.15493758688686,-0.01845293841281,NaN,3.15493758688687,-9.48508397920282,NaN,17.3988547396855,41.9318830366979,16.4278000982889,15.1167278646308,17.0348393264742,4.04372784911819
125,sim_125,2.25,2.25,2.25,-3.51174106730069,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.33906872478868,3.73667427567973,4.33906872478868,1.77825949002266,14.1110154766231,-10.7858567424532,NaN,10.7858567424532,6,138,-7.04918246677347,-3.51174106730069,3.51174106730069,0.667441100467462,-4.33906872478868,-10.7858567424532,NaN,0.667441100467462,3.73180308089524,-0.0256823047563,NaN,3.73667427567973,-10.7858567424532,NaN,16.7683548820863,42.9082679680864,14.8985471245,14.3356913072318,22.0888010380203,4.1784701390283
126,sim_126,2.25,2.25,2.25,-4.17620251876347,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.47397479082472,3.10624213813616,3.47397479082472,1.38190273872603,7.37226452847613,-10.1352773875045,NaN,10.1352773875045,0,152,-7.02903524936836,-4.17620251876347,4.17620251876347,0.618286656714421,-3.47397479082472,-10.1352773875045,NaN,0.618286656714421,3.10624213813616,-0.0180665880104196,NaN,3.10624213813616,-10.1352773875045,NaN,15.6796610493294,43.0557578414856,18.1383498766483,14.1720730064944,17.5892810772727,3.40815649950935
127,sim_127,2.25,2.25,2.25,-5.10537067551604,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.63747971224711,3.23883677912473,3.63747971224711,2.03447433477233,6.85288310943757,-10.1486895361066,NaN,10.1486895361066,0,148,-6.90985275698189,-5.10537067551604,5.10537067551604,0.555560635756289,-3.63747971224711,-10.1486895361066,NaN,0.555560635756289,3.23883677912473,-0.0213355839794902,NaN,3.23883677912473,-10.1486895361066,NaN,15.1860290989742,41.9759620183395,15.2942714802319,13.3295405735249,18.7056908939533,3.13646623504751
128,sim_128,2.25,2.25,2.25,-4.36527168230869,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.73440462715026,3.41817010569859,3.73440462715026,1.7553448523647,12.0880872108378,-10.3507286821155,NaN,10.3507286821155,0,150,-6.93255857641687,-4.36527168230869,4.36527168230869,0.604973589799767,-3.73440462715026,-10.3507286821155,NaN,0.604973589799767,3.41817010569859,-0.0166236295997497,NaN,3.41817010569859,-10.3507286821155,NaN,18.214021975118,42.3485584287769,16.2123667476724,15.078259062919,17.2897589697748,3.09387299316893
129,sim_129,2.25,2.25,2.25,-4.83627875416635,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.95138419169743,3.6092125274829,3.95138419169743,2.22264275925715,12.5085753532733,-10.910427756594,NaN,10.910427756594,0,144,-7.30121522911109,-4.83627875416635,4.83627875416635,0.573041483276178,-3.95138419169743,-10.910427756594,NaN,0.573041483276178,3.6092125274829,-0.0206838150883399,NaN,3.6092125274829,-10.910427756594,NaN,16.1333267770317,42.4848386404679,16.0068657578048,15.7173058568008,19.7949552753146,3.22467739354753
130,sim_130,2.25,2.25,2.25,-3.40793443208472,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.39679219837991,3.68906061116639,4.39679219837991,1.75075402525246,12.6813327296349,-13.8882454899808,NaN,13.8882454899808,22,142,-10.1991848788144,-3.40793443208472,3.40793443208472,0.675465665559485,-4.39679219837991,-13.8882454899808,NaN,0.675465665559485,3.55909730583149,-0.03292268960351,NaN,3.68906061116639,-13.8882454899808,NaN,15.5907825293009,46.9766232491708,18.0387205465338,12.417272945634,21.7143088437223,2.28996598677622
131,sim_131,2.25,2.25,2.25,-4.29529470716619,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.92765339159817,3.73564044328915,3.92765339159817,1.9076787010606,16.7427161972357,-10.0709751517361,NaN,10.0709751517361,0,144,-6.33533470844698,-4.29529470716619,4.29529470716619,0.609867183104919,-3.92765339159817,-10.0709751517361,NaN,0.609867183104919,3.73564044328915,-0.01753585651992,NaN,3.73564044328915,-10.0709751517361,NaN,16.8539621104036,40.6404071385561,15.5624954808132,17.7777478322672,19.2467099478384,4.36388981229736
132,sim_132,2.25,2.25,2.25,-3.48020114430249,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.10636425630119,3.841293548246,4.10636425630119,1.52005033405652,30.1909708537529,-11.7679578222753,NaN,11.7679578222753,0,148,-7.92666427402926,-3.48020114430249,3.48020114430249,0.669869096680587,-4.10636425630119,-11.7679578222753,NaN,0.669869096680587,3.841293548246,-0.0282146189793799,NaN,3.841293548246,-11.7679578222753,NaN,18.1933305582681,45.2171715827462,17.9346117072301,15.3999771422201,19.1178889210119,4.24121692866711
133,sim_133,2.25,2.25,2.25,-3.88295017796782,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.45107524944908,4.14694018767655,4.45107524944908,2.16707687698109,38.1675503248683,-12.5135759375249,NaN,12.5135759375249,0,146,-8.36663574984838,-3.88295017796782,3.88295017796782,0.639517585297115,-4.45107524944908,-12.5135759375249,NaN,0.639517585297115,4.14694018767655,-0.0305020954284601,NaN,4.14694018767655,-12.5135759375249,NaN,17.763562649088,43.9654385390161,18.4929295486485,17.5755919088763,20.8404169860691,3.29245523169452
134,sim_134,2.25,2.25,2.25,-4.93700130262342,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.90141520679179,3.51163297315443,3.90141520679179,2.22108252711648,12.0654635991066,-10.3029343329095,NaN,10.3029343329095,0,148,-6.79130135975507,-4.93700130262342,4.93700130262342,0.566434809989881,-3.90141520679179,-10.3029343329095,NaN,0.566434809989881,3.51163297315442,-0.0103035022450797,NaN,3.51163297315443,-10.3029343329095,NaN,18.0225602879944,40.4566222942714,14.6166630397134,15.5832719367912,17.7970095943633,2.44275944604186
135,sim_135,2.25,2.25,2.25,-1.57903445397713,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.46090021239222,3.81991255212014,4.46090021239222,-0.698648903508398,10.8244752840981,-9.69907798740549,NaN,9.69907798740549,30,138,-5.87916543528535,-1.57903445397713,1.57903445397713,0.833773863933779,-4.46090021239222,-9.69907798740549,NaN,0.833773863933779,3.35612079279633,-0.0322904329257203,NaN,3.81991255212014,-9.69907798740549,NaN,14.9799816078952,40.787689984986,17.7479656445644,12.8971306643465,22.4236927609384,3.76639344197063
136,sim_136,2.25,2.25,2.25,-0.589678734513247,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,5.31032437921918,5.08361375592837,5.31032437921918,-3.65286787999376,6.11497524020568,-7.42950158359298,NaN,7.42950158359298,32,134,-2.34588782766461,-0.589678734513247,0.589678734513247,0.934363926989121,-5.31032437921918,-7.42950158359298,NaN,0.934363926989121,3.38557564020303,-0.03848225936092,NaN,5.08361375592837,-7.42950158359298,NaN,17.5834224213271,40.4116499060342,18.1149964441872,15.2109953821786,21.0115370068353,2.85867303963665
137,sim_137,2.25,2.25,2.25,-5.15553865192746,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.12692936494301,3.94190388110179,4.12692936494301,2.54613523917325,22.2701575186266,-11.2002127733849,NaN,11.2002127733849,0,148,-7.25830889228316,-5.15553865192746,5.15553865192746,0.552361076578775,-4.12692936494301,-11.2002127733849,NaN,0.552361076578775,3.94190388110179,-17.9841280052,NaN,3.94190388110179,-11.2002127733849,NaN,17.5406520164106,45.9720874499725,16.7167044102096,17.595972794475,18.5561580431609,4.27614839791589
138,sim_138,2.25,2.25,2.25,-3.51344788332121,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.76910527628191,3.11582151990334,3.76910527628191,1.20966673280551,7.98438943449035,-10.4920563676095,NaN,10.4920563676095,0,146,-7.37623484770614,-3.51344788332121,3.51344788332121,0.667309958202367,-3.76910527628191,-10.4920563676095,NaN,0.667309958202367,3.11582151990334,-0.0237564945714697,NaN,3.11582151990334,-10.4920563676095,NaN,16.1712239958542,41.9981462077772,17.4664492079472,12.5914949203951,19.7097511116289,2.99252610773796
139,sim_139,2.25,2.25,2.25,-4.0853891361836,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.27473787473576,3.66929212551905,4.27473787473576,2.12549945867411,12.924827347109,-10.3062215436688,NaN,10.3062215436688,0,140,-6.63692941814976,-4.0853891361836,4.0853891361836,0.624784926415638,-4.27473787473576,-10.3062215436688,NaN,0.624784926415638,3.66929212551905,-0.0272963122713197,NaN,3.66929212551905,-10.3062215436688,NaN,15.077637330009,41.8228301848096,15.0110452323372,15.6353790553147,21.5026566120503,4.05368976005037
140,sim_140,2.25,2.25,2.25,-5.86840559043312,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,3.70746275070967,3.2302351010921,3.70746275070967,2.40613519173173,7.20922296852241,-10.5736079372435,NaN,10.5736079372435,0,148,-7.34337283615142,-5.86840559043312,5.86840559043312,0.508838215035874,-3.70746275070967,-10.5736079372435,NaN,0.508838215035874,3.2302351010921,-0.0236500260226902,NaN,3.2302351010921,-10.5736079372435,NaN,14.5933835060907,44.5072034187792,15.4995825826487,12.610095987774,17.8494136454829,3.89133120973783
141,sim_141,2.25,2.25,2.25,-0.663927877714498,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,5.13247073121048,4.88353226200953,5.13247073121048,-3.35189901401051,8.48692174498946,-7.77158184628145,NaN,7.77158184628145,30,132,-2.88804958427192,-0.663927877714498,0.663927877714498,0.926410793049921,-5.13247073121048,-7.77158184628145,NaN,0.926410793049921,3.38619142717596,-0.0375151084741803,NaN,4.88353226200953,-7.77158184628145,NaN,14.5038086653436,44.3716797160478,17.0509861706604,16.1756313884573,18.1270434792199,2.45131951413419
142,sim_142,2.25,2.25,2.25,-1.94490563070224,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,4.23898179800554,3.59993381179706,4.23898179800554,-0.186098038475054,12.120495887402,-9.68798854603156,NaN,9.68798854603156,32,144,-6.0880547342345,-1.94490563070224,1.94490563070224,0.799382650872542,-4.23898179800554,-9.68798854603156,NaN,0.799382650872542,3.26916919928061,-0.0258757602216102,NaN,3.59993381179706,-9.68798854603156,NaN,15.0473783309213,40.5086820183118,17.7066084721921,13.7496578154955,20.2358567726566,3.20742284505705
143,sim_143,2.25,2.25,2.25,-1.61013476654908,ATK_OBJ_S11_F0,ATK_OBJ_PeakGain,Phi90,5.49922707018248,5.37659197657408,5.49922707018248,0.409783462458353,15.3466874357616,-10.0123851780885,NaN,10.0123851780885,22,132,-4.63579320151444,-1.61013476654908,1.61013476654908,0.830793828360165,-5.49922707018248,-10.0123851780885,NaN,0.830793828360165,4.71916345894954,-0.0253359671700393,NaN,5.37659197657408,-10.0123851780885,NaN,17.7092145187452,43.7138203974215,15.2323894311036,17.8621157013369,22.471543081607,3.95353409395306
